47778,潮岬,しおのみさき,33,27,135,46,潮岬特別地域気象観測所,,,,,潮岬,,潮岬
47780,奈良,なら,34,42,135,50,奈良地方気象台,1,1,1,,,奈良地方気象台,奈良
47784,山口,やまぐち,34,10,131,27,山口特別地域気象観測所,,,,,,,山口
47800,厳原,いづはら,34,12,129,18,厳原特別地域気象観測所,,,,,厳原,,厳原
47805,平戸,ひらど,33,22,129,33,平戸特別地域気象観測所,,,,,,,平戸
47807,福岡,ふくおか,33,35,130,23,福岡管区気象台,1,1,1,,福岡,福岡管区気象台,福岡
47809,飯塚,いいづか,33,39,130,42,飯塚特別地域気象観測所,,,,,,,飯塚
47812,佐世保,させぼ,33,10,129,44,佐世保特別地域気象観測所,,,,,,,佐世保
47813,佐賀,さが,33,16,130,18,佐賀地方気象台,1,1,1,,,佐賀地方気象台,佐賀
47814,日田,ひた,33,19,130,56,日田特別地域気象観測所,,,,,,,日田
47815,大分,おおいた,33,14,131,37,大分地方気象台,1,1,1,,,大分地方気象台,大分
47817,長崎,ながさき,32,44,129,52,長崎地方気象台,1,1,1,,,長崎地方気象台,長崎
47818,雲仙岳,うんぜんだけ,32,44,130,16,雲仙岳特別地域観測所,,,,,,,
47819,熊本,くまもと,32,49,130,42,熊本地方気象台,1,1,1,,,熊本地方気象台,熊本
47821,阿蘇山,あそさん,32,53,131,4,阿蘇山特別地域気象観測所,,,,,,,阿蘇山
47822,延岡,のべおか,32,35,131,39,延岡特別地域気象観測所,,,,,,,延岡
47823,阿久根,あくね,32,2,130,12,阿久根特別地域気象観測所,,,,,,,阿久根
47824,人吉,ひとよし,32,13,130,45,人吉特別地域気象観測所,,,,,,,人吉
47827,鹿児島,かごしま,31,33,130,33,鹿児島地方気象台,1,1,1,,,鹿児島地方気象台,鹿児島
47829,都城,みやこのじょう,31,44,131,5,都城特別地域気象観測所,,,,,,,都城
47830,宮崎,みやざき,31,56,131,25,宮崎地方気象台,1,1,1,,,宮崎地方気象台,宮崎
47831,枕崎,まくらざき,31,16,130,18,枕崎特別地域気象観測所,,,,,,,枕崎
47835,油津,あぶらつ,31,35,131,24,油津特別地域気象観測所,,,,,,,油津
47836,屋久島,やくしま,30,23,130,40,屋久島特別地域気象観測所,,,,,,,屋久島
47837,種子島,たねがしま,30,43,130,59,種子島特別地域気象観測所,,,,,種子島,,種子島
47838,牛深,うしぶか,32,12,130,2,牛深特別地域気象観測所,,,,,,,牛深
47843,福江,ふくえ,32,42,128,50,福江特別地域気象観測所,,,,,福江,,福江
47887,松山,まつやま,33,51,132,47,松山地方気象台,1,1,1,,,松山地方気象台,松山
47890,多度津,たどつ,34,17,133,45,多度津特別地域気象観測所,,,,,,,多度津
47891,高松,たかまつ,34,19,134,3,高松地方気象台,1,1,1,,,高松地方気象台,高松
47892,宇和島,うわじま,33,14,132,33,宇和島特別地域気象観測所,,,,,,,宇和島
47893,高知,こうち,33,34,133,33,高知地方気象台,1,1,1,,,高知地方気象台,高知
47895,徳島,とくしま,34,4,134,34,徳島地方気象台,1,1,1,,,徳島地方気象台,徳島
47897,宿毛,すくも,32,55,132,42,宿毛特別地域気象観測所,,,,,,,宿毛
47898,清水,しみず,32,43,133,1,清水特別地域気象観測所,,,,,足摺岬,,清水
47899,室戸岬,むろとみさき,33,15,134,11,室戸岬特別地域気象観測所,,,,,室戸岬,,室戸岬
47909,名瀬,なぜ,28,23,129,30,名瀬測候所,1,1,1,,名瀬,,名瀬
47912,与那国島,よなぐにじま,24,28,123,1,与那国島特別地域気象観測所,,,,,,,与那国島
47917,西表島,いりおもてじま,24,26,123,46,西表島特別地域気象観測所,,,,,,,西表島
47918,石垣島,いしがきじま,24,20,124,10,石垣島地方気象台,1,1,1,,石垣島,石垣島地方気象台,石垣島
47927,宮古島,みやこじま,24,48,125,17,宮古島地方気象台,1,1,1,,宮古島,宮古島地方気象台,宮古島
47929,久米島,くめじま,26,20,126,48,久米島特別地域気象観測所,,,,,,,久米島
47936,那覇,なは,26,12,127,41,沖縄気象台,1,1,1,那覇,那覇,沖縄気象台,那覇
47940,名護,なご,26,36,127,58,名護特別地域気象観測所,,,,,,,名護
47942,沖永良部,おきのえらぶ,27,26,128,42,沖永良部特別地域気象観測所,,,,,,,沖永良部
47945,南大東島,みなみだいとうじま,25,50,131,14,南大東島地方気象台,1,1,1,,南大東島,南大東島地方気象台,南大東島
47971,父島,ちちじま,27,6,142,11,父島気象観測所,,,1,,,,父島
47991,南鳥島,みなみとりしま,24,17,153,59,南鳥島気象観測所,,,,,,,
47115,鬱陵島,,37,30,130,55,,,,,,ウルルン島,,
47165,木浦,,34,49,126,23,,,,,,モッポ,,
47184,済州,,33,30,126,31,,,,,,チェジュ,,
